snapshot_date,snapshot_at_utc,source,format_slug,format_name,source_url,pokemon_name,usage_rank,usage_pct,sample_teams,team_appearances,team_appearance_pct,wins,losses,draws,matches_played,win_rate,avg_team_rank,best_team_rank,unique_authors,unique_events,top_teammates,top_teammate_appearances,top_teammate_win_rates
2026-06-04,2026-06-04T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Drampa,,,20,1,5.00,8,0,0,8,100.00,10.00,10,1,1,Abomasnow-Mega:Araquanid:Camerupt-Mega:Gourgeist:Oranguru,1:1:1:1:1,100.00:100.00:100.00:100.00:100.00
2026-06-04,2026-06-04T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Gardevoir-Mega,,,20,1,5.00,9,0,0,9,100.00,6.00,6,1,1,Archaludon:Basculegion:Kangaskhan-Mega:Maushold:Pelipper,1:1:1:1:1,100.00:100.00:100.00:100.00:100.00
2026-06-04,2026-06-04T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Gengar-Mega,,,20,1,5.00,11,1,0,12,91.67,11.00,11,1,1,Archaludon:Incineroar:Politoed:Sableye:Sinistcha,1:1:1:1:1,91.67:91.67:91.67:91.67:91.67
2026-06-04,2026-06-04T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Gourgeist,,,20,1,5.00,8,0,0,8,100.00,10.00,10,1,1,Abomasnow-Mega:Araquanid:Camerupt-Mega:Drampa:Oranguru,1:1:1:1:1,100.00:100.00:100.00:100.00:100.00
2026-06-04,2026-06-04T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Hatterene,,,20,1,5.00,7,0,0,7,100.00,18.00,18,1,1,Basculegion:Chandelure-Mega:Sneasler:Whimsicott:Zoroark-Hisui,1:1:1:1:1,100.00:100.00:100.00:100.00:100.00
2026-06-04,2026-06-04T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Hydreigon,,,20,1,5.00,12,3,0,15,80.00,9.00,9,1,1,Arcanine-Hisui:Corviknight:Froslass-Mega:Garchomp:Tyranitar-Mega,1:1:1:1:1,80.00:80.00:80.00:80.00:80.00
2026-06-04,2026-06-04T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Kangaskhan-Mega,,,20,1,5.00,9,0,0,9,100.00,6.00,6,1,1,Archaludon:Basculegion:Gardevoir-Mega:Maushold:Pelipper,1:1:1:1:1,100.00:100.00:100.00:100.00:100.00
2026-06-04,2026-06-04T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Kommo-o,,,20,1,5.00,11,1,0,12,91.67,7.00,7,1,1,Aerodactyl-Mega:Basculegion:Incineroar:Sylveon:Venusaur-Mega,1:1:1:1:1,91.67:91.67:91.67:91.67:91.67
2026-06-04,2026-06-04T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Oranguru,,,20,1,5.00,8,0,0,8,100.00,10.00,10,1,1,Abomasnow-Mega:Araquanid:Camerupt-Mega:Drampa:Gourgeist,1:1:1:1:1,100.00:100.00:100.00:100.00:100.00
2026-06-04,2026-06-04T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Palafin,,,20,1,5.00,8,0,0,8,100.00,20.00,20,1,1,Aerodactyl-Mega:Froslass-Mega:Kingambit:Rotom-Wash:Sneasler,1:1:1:1:1,100.00:100.00:100.00:100.00:100.00
2026-06-04,2026-06-04T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Politoed,,,20,1,5.00,11,1,0,12,91.67,11.00,11,1,1,Archaludon:Gengar-Mega:Incineroar:Sableye:Sinistcha,1:1:1:1:1,91.67:91.67:91.67:91.67:91.67
2026-06-04,2026-06-04T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Skarmory-Mega,,,20,1,5.00,11,0,0,11,100.00,5.00,5,1,1,Basculegion:Floette-Eternal:Incineroar:Sneasler:Whimsicott,1:1:1:1:1,100.00:100.00:100.00:100.00:100.00
2026-06-04,2026-06-04T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Steelix-Mega,,,20,1,5.00,14,2,0,16,87.50,2.00,2,1,1,Rotom-Wash:Sinistcha:Sneasler:Talonflame:Tyranitar-Mega,1:1:1:1:1,87.50:87.50:87.50:87.50:87.50
2026-06-04,2026-06-04T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Venusaur,,,20,1,5.00,15,1,0,16,93.75,1.00,1,1,1,Charizard-Mega-Y:Floette-Eternal:Garchomp:Incineroar:Sinistcha,1:1:1:1:1,93.75:93.75:93.75:93.75:93.75
2026-06-04,2026-06-04T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Venusaur-Mega,,,20,1,5.00,11,1,0,12,91.67,7.00,7,1,1,Aerodactyl-Mega:Basculegion:Incineroar:Kommo-o:Sylveon,1:1:1:1:1,91.67:91.67:91.67:91.67:91.67
2026-06-04,2026-06-04T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Zoroark-Hisui,,,20,1,5.00,7,0,0,7,100.00,18.00,18,1,1,Basculegion:Chandelure-Mega:Hatterene:Sneasler:Whimsicott,1:1:1:1:1,100.00:100.00:100.00:100.00:100.00
2026-06-05,2026-06-05T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Basculegion,1,51.50,20,9,45.00,84,1,0,85,98.82,10.78,4,8,9,Incineroar:Archaludon:Garchomp:Kingambit:Pelipper,4:3:3:3:3,97.67:100.00:100.00:100.00:100.00
2026-06-05,2026-06-05T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Kingambit,2,40.69,20,7,35.00,67,1,0,68,98.53,13.71,3,7,7,Garchomp:Basculegion:Charizard-Mega-Y:Sneasler:Talonflame,6:3:3:3:3,98.33:100.00:100.00:96.55:96.55
2026-06-05,2026-06-05T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Garchomp,3,40.53,20,10,50.00,106,7,0,113,93.81,11.30,1,10,9,Kingambit:Floette-Eternal:Charizard-Mega-Y:Basculegion:Talonflame,6:5:4:3:3,98.33:92.98:97.87:100.00:96.55
2026-06-05,2026-06-05T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Charizard-Mega-Y,4,31.81,20,4,20.00,46,1,0,47,97.87,7.75,1,4,4,Garchomp:Kingambit:Basculegion:Sylveon:Whimsicott,4:3:2:2:2,97.87:100.00:100.00:100.00:100.00
2026-06-05,2026-06-05T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Sneasler,5,28.58,20,6,30.00,60,3,0,63,95.24,12.50,2,6,6,Kingambit:Rotom-Wash:Talonflame:Basculegion:Froslass-Mega,3:3:3:2:2,96.55:94.12:91.89:100.00:100.00
2026-06-05,2026-06-05T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Incineroar,6,25.93,20,8,40.00,88,5,0,93,94.62,8.62,1,7,8,Basculegion:Floette-Eternal:Archaludon:Sinistcha:Garchomp,4:4:3:3:3,97.67:93.88:96.88:92.50:92.11
2026-06-05,2026-06-05T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Sinistcha,8,20.44,20,4,20.00,51,5,0,56,91.07,5.50,1,4,3,Incineroar:Floette-Eternal:Garchomp:Charizard-Mega-Y:Venusaur,3:2:2:1:1,92.50:92.86:92.86:93.75:93.75
2026-06-05,2026-06-05T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Sylveon,9,17.90,20,3,15.00,34,1,0,35,97.14,7.33,3,3,3,Charizard-Mega-Y:Garchomp:Kingambit:Aerodactyl-Mega:Basculegion,2:2:2:2:2,100.00:100.00:100.00:95.45:95.45
2026-06-05,2026-06-05T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Whimsicott,10,17.65,20,4,20.00,39,0,0,39,100.00,10.25,3,4,4,Basculegion:Charizard-Mega-Y:Garchomp:Kingambit:Sneasler,3:2:2:2:2,100.00:100.00:100.00:100.00:100.00
2026-06-05,2026-06-05T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Archaludon,11,17.43,20,4,20.00,40,1,0,41,97.56,8.75,4,3,4,Basculegion:Pelipper:Incineroar:Dragonite-Mega:Scizor-Mega,3:3:3:2:2,100.00:100.00:96.88:100.00:100.00
2026-06-05,2026-06-05T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Aerodactyl-Mega,13,12.19,20,3,15.00,29,1,0,30,96.67,13.00,7,3,3,Kingambit:Basculegion:Sylveon:Charizard-Mega-Y:Froslass-Mega,2:2:2:1:1,100.00:95.45:95.45:100.00:100.00
2026-06-05,2026-06-05T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Pelipper,14,12.15,20,3,15.00,29,0,0,29,100.00,8.00,4,2,3,Archaludon:Basculegion:Dragonite-Mega:Incineroar:Scizor-Mega,3:3:2:2:2,100.00:100.00:100.00:100.00:100.00
2026-06-05,2026-06-05T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Sableye,15,8.84,20,1,5.00,11,1,0,12,91.67,11.00,11,1,1,Archaludon:Gengar-Mega:Incineroar:Politoed:Sinistcha,1:1:1:1:1,91.67:91.67:91.67:91.67:91.67
2026-06-05,2026-06-05T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Dragonite-Mega,16,7.92,20,3,15.00,33,0,0,33,100.00,7.00,3,2,3,Archaludon:Basculegion:Incineroar:Pelipper:Scizor-Mega,2:2:2:2:2,100.00:100.00:100.00:100.00:100.00
2026-06-05,2026-06-05T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Maushold,17,7.90,20,2,10.00,17,0,0,17,100.00,11.00,6,2,2,Basculegion:Archaludon:Floette-Eternal:Garchomp:Gardevoir-Mega,2:1:1:1:1,100.00:100.00:100.00:100.00:100.00
2026-06-05,2026-06-05T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Aegislash,18,7.46,20,1,5.00,9,1,0,10,90.00,19.00,19,1,1,Aerodactyl:Floette-Eternal:Garchomp:Incineroar:Rotom-Wash,1:1:1:1:1,90.00:90.00:90.00:90.00:90.00
2026-06-05,2026-06-05T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Blastoise-Mega,19,7.45,20,1,5.00,11,1,0,12,91.67,8.00,8,1,1,Floette-Eternal:Garchomp:Incineroar:Sinistcha:Vivillon,1:1:1:1:1,91.67:91.67:91.67:91.67:91.67
2026-06-05,2026-06-05T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Rotom-Wash,20,7.43,20,4,20.00,41,3,0,44,93.18,13.50,2,4,4,Sneasler:Froslass-Mega:Kingambit:Garchomp:Talonflame,3:2:2:2:2,94.12:100.00:100.00:95.00:92.31
2026-06-05,2026-06-05T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Glimmora,21,6.80,20,1,5.00,8,0,0,8,100.00,15.00,15,1,1,Basculegion:Charizard-Mega-Y:Garchomp:Kingambit:Whimsicott,1:1:1:1:1,100.00:100.00:100.00:100.00:100.00
2026-06-05,2026-06-05T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Aerodactyl,22,6.72,20,1,5.00,9,1,0,10,90.00,19.00,19,1,1,Aegislash:Floette-Eternal:Garchomp:Incineroar:Rotom-Wash,1:1:1:1:1,90.00:90.00:90.00:90.00:90.00
2026-06-05,2026-06-05T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Talonflame,23,6.19,20,4,20.00,42,3,0,45,93.33,12.00,2,4,4,Garchomp:Kingambit:Sneasler:Floette-Eternal:Rotom-Wash,3:3:3:2:2,96.55:96.55:91.89:94.74:92.31
2026-06-05,2026-06-05T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Froslass-Mega,24,6.09,20,3,15.00,30,3,0,33,90.91,14.00,9,3,3,Kingambit:Rotom-Wash:Sneasler:Garchomp:Aerodactyl-Mega,2:2:2:2:1,100.00:100.00:100.00:88.00:100.00
2026-06-05,2026-06-05T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Floette-Eternal,,,20,6,30.00,64,4,0,68,94.12,11.00,1,6,6,Garchomp:Incineroar:Basculegion:Sneasler:Kingambit,5:4:2:2:2,92.98:93.88:100.00:95.45:94.74
2026-06-05,2026-06-05T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Scizor-Mega,,,20,2,10.00,20,0,0,20,100.00,9.00,4,1,2,Archaludon:Basculegion:Dragonite-Mega:Incineroar:Pelipper,2:2:2:2:2,100.00:100.00:100.00:100.00:100.00
2026-06-05,2026-06-05T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Tyranitar-Mega,,,20,2,10.00,26,5,0,31,83.87,5.50,2,2,1,Rotom-Wash:Sinistcha:Sneasler:Steelix-Mega:Talonflame,1:1:1:1:1,87.50:87.50:87.50:87.50:87.50
2026-06-05,2026-06-05T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Vivillon,,,20,2,10.00,21,2,0,23,91.30,12.50,8,2,2,Floette-Eternal:Garchomp:Blastoise-Mega:Incineroar:Sinistcha,2:2:1:1:1,91.30:91.30:91.67:91.67:91.67
2026-06-05,2026-06-05T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Abomasnow-Mega,,,20,1,5.00,8,0,0,8,100.00,10.00,10,1,1,Araquanid:Camerupt-Mega:Drampa:Gourgeist:Oranguru,1:1:1:1:1,100.00:100.00:100.00:100.00:100.00
2026-06-05,2026-06-05T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Araquanid,,,20,1,5.00,8,0,0,8,100.00,10.00,10,1,1,Abomasnow-Mega:Camerupt-Mega:Drampa:Gourgeist:Oranguru,1:1:1:1:1,100.00:100.00:100.00:100.00:100.00
2026-06-05,2026-06-05T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Arcanine-Hisui,,,20,1,5.00,12,3,0,15,80.00,9.00,9,1,1,Corviknight:Froslass-Mega:Garchomp:Hydreigon:Tyranitar-Mega,1:1:1:1:1,80.00:80.00:80.00:80.00:80.00
2026-06-05,2026-06-05T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Camerupt-Mega,,,20,1,5.00,8,0,0,8,100.00,10.00,10,1,1,Abomasnow-Mega:Araquanid:Drampa:Gourgeist:Oranguru,1:1:1:1:1,100.00:100.00:100.00:100.00:100.00
2026-06-05,2026-06-05T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Chandelure-Mega,,,20,1,5.00,7,0,0,7,100.00,18.00,18,1,1,Basculegion:Hatterene:Sneasler:Whimsicott:Zoroark-Hisui,1:1:1:1:1,100.00:100.00:100.00:100.00:100.00
2026-06-05,2026-06-05T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Corviknight,,,20,1,5.00,12,3,0,15,80.00,9.00,9,1,1,Arcanine-Hisui:Froslass-Mega:Garchomp:Hydreigon:Tyranitar-Mega,1:1:1:1:1,80.00:80.00:80.00:80.00:80.00
2026-06-05,2026-06-05T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Drampa,,,20,1,5.00,8,0,0,8,100.00,10.00,10,1,1,Abomasnow-Mega:Araquanid:Camerupt-Mega:Gourgeist:Oranguru,1:1:1:1:1,100.00:100.00:100.00:100.00:100.00
2026-06-05,2026-06-05T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Gardevoir-Mega,,,20,1,5.00,9,0,0,9,100.00,6.00,6,1,1,Archaludon:Basculegion:Kangaskhan-Mega:Maushold:Pelipper,1:1:1:1:1,100.00:100.00:100.00:100.00:100.00
2026-06-05,2026-06-05T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Gengar-Mega,,,20,1,5.00,11,1,0,12,91.67,11.00,11,1,1,Archaludon:Incineroar:Politoed:Sableye:Sinistcha,1:1:1:1:1,91.67:91.67:91.67:91.67:91.67
2026-06-05,2026-06-05T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Gourgeist,,,20,1,5.00,8,0,0,8,100.00,10.00,10,1,1,Abomasnow-Mega:Araquanid:Camerupt-Mega:Drampa:Oranguru,1:1:1:1:1,100.00:100.00:100.00:100.00:100.00
2026-06-05,2026-06-05T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Hatterene,,,20,1,5.00,7,0,0,7,100.00,18.00,18,1,1,Basculegion:Chandelure-Mega:Sneasler:Whimsicott:Zoroark-Hisui,1:1:1:1:1,100.00:100.00:100.00:100.00:100.00
2026-06-05,2026-06-05T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Hydreigon,,,20,1,5.00,12,3,0,15,80.00,9.00,9,1,1,Arcanine-Hisui:Corviknight:Froslass-Mega:Garchomp:Tyranitar-Mega,1:1:1:1:1,80.00:80.00:80.00:80.00:80.00
2026-06-05,2026-06-05T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Kangaskhan-Mega,,,20,1,5.00,9,0,0,9,100.00,6.00,6,1,1,Archaludon:Basculegion:Gardevoir-Mega:Maushold:Pelipper,1:1:1:1:1,100.00:100.00:100.00:100.00:100.00
2026-06-05,2026-06-05T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Kommo-o,,,20,1,5.00,11,1,0,12,91.67,7.00,7,1,1,Aerodactyl-Mega:Basculegion:Incineroar:Sylveon:Venusaur-Mega,1:1:1:1:1,91.67:91.67:91.67:91.67:91.67
2026-06-05,2026-06-05T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Oranguru,,,20,1,5.00,8,0,0,8,100.00,10.00,10,1,1,Abomasnow-Mega:Araquanid:Camerupt-Mega:Drampa:Gourgeist,1:1:1:1:1,100.00:100.00:100.00:100.00:100.00
2026-06-05,2026-06-05T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Palafin,,,20,1,5.00,8,0,0,8,100.00,20.00,20,1,1,Aerodactyl-Mega:Froslass-Mega:Kingambit:Rotom-Wash:Sneasler,1:1:1:1:1,100.00:100.00:100.00:100.00:100.00
2026-06-05,2026-06-05T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Politoed,,,20,1,5.00,11,1,0,12,91.67,11.00,11,1,1,Archaludon:Gengar-Mega:Incineroar:Sableye:Sinistcha,1:1:1:1:1,91.67:91.67:91.67:91.67:91.67
2026-06-05,2026-06-05T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Skarmory-Mega,,,20,1,5.00,11,0,0,11,100.00,5.00,5,1,1,Basculegion:Floette-Eternal:Incineroar:Sneasler:Whimsicott,1:1:1:1:1,100.00:100.00:100.00:100.00:100.00
2026-06-05,2026-06-05T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Steelix-Mega,,,20,1,5.00,14,2,0,16,87.50,2.00,2,1,1,Rotom-Wash:Sinistcha:Sneasler:Talonflame:Tyranitar-Mega,1:1:1:1:1,87.50:87.50:87.50:87.50:87.50
2026-06-05,2026-06-05T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Venusaur,,,20,1,5.00,15,1,0,16,93.75,1.00,1,1,1,Charizard-Mega-Y:Floette-Eternal:Garchomp:Incineroar:Sinistcha,1:1:1:1:1,93.75:93.75:93.75:93.75:93.75
2026-06-05,2026-06-05T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Venusaur-Mega,,,20,1,5.00,11,1,0,12,91.67,7.00,7,1,1,Aerodactyl-Mega:Basculegion:Incineroar:Kommo-o:Sylveon,1:1:1:1:1,91.67:91.67:91.67:91.67:91.67
2026-06-05,2026-06-05T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Zoroark-Hisui,,,20,1,5.00,7,0,0,7,100.00,18.00,18,1,1,Basculegion:Chandelure-Mega:Hatterene:Sneasler:Whimsicott,1:1:1:1:1,100.00:100.00:100.00:100.00:100.00
2026-06-06,2026-06-06T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,Basculegion,1,51.50,20,9,45.00,84,1,0,85,98.82,10.78,4,8,9,Incineroar:Archaludon:Garchomp:Kingambit:Pelipper,4:3:3:3:3,97.67:100.00:100.00:100.00:100.00
